"address","addressCity","addressState","addressStreet","addressZipcode","area","availabilityDate","baths","beds","brokerName","countryCurrency","hasAdditionalAttributions","id","isFeaturedListing","isHomeRec","isSaved","isUndisclosedAddress","isUserClaimingOwner","latLong/latitude","latLong/longitude","list","openHouseDescription","openHouseStartDate","price","shouldShowZestimateAsPrice","statusText","statusType","unformattedPrice","variableData/text","variableData/type","zpid"
"23825 N 41st Ave, Glendale, AZ 85310","Glendale","AZ","23825 N 41st Ave","85310","1870",,"2","3","Opendoor Brokerage, LLC","$","true","7929866","false","false","false","false","false","33.702602","-112.14814","true","Open House - 8:00 AM - 7:30 PM","2024-05-30T08:00:00","$500,000","false","House for sale","FOR_SALE","500000","Open: Thu. 8am-7:30pm","OPEN_HOUSE","7929866"
"12238 S Shoshoni Dr, Phoenix, AZ 85044","Phoenix","AZ","12238 S Shoshoni Dr","85044","1085",,"2","2","Keller Williams Realty Sonoran Living","$","true","92350051","false","false","false","false","false","33.338116","-111.985695","true","Open House - 2:00 - 5:30 PM","2024-05-31T14:00:00","$390,000","false","House for sale","FOR_SALE","390000","Open: Fri. 2-5:30pm","OPEN_HOUSE","92350051"
"9911 E Jenan Dr, Scottsdale, AZ 85260","Scottsdale","AZ","9911 E Jenan Dr","85260","5194",,"5","5","Berkshire Hathaway HomeServices Arizona Properties","$","true","8049718","false","false","false","false","false","33.593037","-111.867226","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$2,300,000","false","House for sale","FOR_SALE","2300000","Open: Sat. 11am-2pm","OPEN_HOUSE","8049718"
"11755 E Desert Vista Dr, Scottsdale, AZ 85255","Scottsdale","AZ","11755 E Desert Vista Dr","85255","2879",,"4","3","HomeSmart","$","true","8062734","false","false","false","false","false","33.7068","-111.82838","true","Open House - 0:30 - 2:30 PM","2024-05-30T12:30:00","$1,950,000","false","House for sale","FOR_SALE","1950000","Open: Thu. 12:30-2:30pm","OPEN_HOUSE","8062734"
"16235 N 28th St, Phoenix, AZ 85032","Phoenix","AZ","16235 N 28th St","85032","1621",,"3","4","eXp Realty","$","true","64850538","false","false","false","false","false","33.63447","-112.02229","true","Open House - 11:00 AM - 2:00 PM","2024-06-02T11:00:00","$450,000","false","House for sale","FOR_SALE","450000","Open: Sun. 11am-2pm","OPEN_HOUSE","64850538"
"9007 N 87th Way, Scottsdale, AZ 85258","Scottsdale","AZ","9007 N 87th Way","85258","1984",,"2","3","HomeSmart","$","true","7853714","false","false","false","false","false","33.567257","-111.89184","true","Open House - 1:00 - 4:00 PM","2024-05-31T13:00:00","$1,000,000","false","Townhouse for sale","FOR_SALE","1000000","Open: Fri. 1-4pm","OPEN_HOUSE","7853714"
"317 E Creosote Dr, Phoenix, AZ 85085","Phoenix","AZ","317 E Creosote Dr","85085","3463",,"3","4","RE/MAX Alliance Group","$","true","245287550","false","false","false","false","false","33.769127","-112.069046","true","Open House - 9:00 AM - 1:00 PM","2024-06-01T09:00:00","$1,075,000","false","House for sale","FOR_SALE","1075000","Open: Sat. 9am-1pm","OPEN_HOUSE","245287550"
"8443 E Bonnie Rose Ave, Scottsdale, AZ 85250","Scottsdale","AZ","8443 E Bonnie Rose Ave","85250","1892",,"4","5","HomeSmart","$","true","7849681","false","false","false","false","false","33.514847","-111.8985","true","Open House - 0:00 - 3:00 PM","2024-06-02T12:00:00","$899,900","false","House for sale","FOR_SALE","899900","Open: Sun. 12-3pm","OPEN_HOUSE","7849681"
"5750 N 10th St UNIT 2, Phoenix, AZ 85014","Phoenix","AZ","5750 N 10th St UNIT 2","85014","1656",,"3","3","HomeSmart","$","true","7800026","false","false","false","false","false","33.521915","-112.06098","true","Open House - 3:00 - 6:00 PM","2024-05-30T15:00:00","$498,000","false","Townhouse for sale","FOR_SALE","498000","Open: Thu. 3-6pm","OPEN_HOUSE","7800026"
"5920 S Juniper St, Tempe, AZ 85283","Tempe","AZ","5920 S Juniper St","85283","2305",,"2","4","Real Broker","$","true","8167234","false","false","false","false","false","33.368977","-111.91524","true","Open House - 11:00 AM - 1:00 PM","2024-06-02T11:00:00","$636,000","false","House for sale","FOR_SALE","636000","Open: Sun. 11am-1pm","OPEN_HOUSE","8167234"
"6107 W Louise Dr, Glendale, AZ 85310","Glendale","AZ","6107 W Louise Dr","85310","1821",,"2","3","My Home Group Real Estate","$","true","7880193","false","false","false","false","false","33.682873","-112.19021","true","Open House - 5:00 - 7:00 PM","2024-05-31T17:00:00","$609,900","false","House for sale","FOR_SALE","609900","Open: Fri. 5-7pm","OPEN_HOUSE","7880193"
"3001 E Acoma Dr, Phoenix, AZ 85032","Phoenix","AZ","3001 E Acoma Dr","85032","3000",,"4","3","Mountain Sage Realty","$","true","95150285","false","false","false","false","false","33.620018","-112.01646","true","Open House - 1:00 - 4:00 PM","2024-06-01T13:00:00","$1,199,900","false","House for sale","FOR_SALE","1199900","Open: Sat. 1-4pm","OPEN_HOUSE","95150285"
"9462 E Preserve Way, Scottsdale, AZ 85262","Scottsdale","AZ","9462 E Preserve Way","85262","3552",,"5","4","Russ Lyon Sotheby's International Realty","$","true","8033747","false","false","false","false","false","33.794285","-111.87569","true","Open House - 1:00 - 4:00 PM","2024-06-02T13:00:00","$1,900,000","false","House for sale","FOR_SALE","1900000","Open: Sun. 1-4pm","OPEN_HOUSE","8033747"
"7336 W Preston Ln, Phoenix, AZ 85043","Phoenix","AZ","7336 W Preston Ln","85043","1475",,"2","3","Re/Max Fine Properties","$","true","300107597","false","false","false","false","false","33.42366","-112.21769","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$405,000","false","House for sale","FOR_SALE","405000","Open: Sat. 11am-2pm","OPEN_HOUSE","300107597"
"30600 N Pima Rd UNIT 76, Scottsdale, AZ 85266","Scottsdale","AZ","30600 N Pima Rd UNIT 76","85266","4268",,"3","4","Real Broker","$","true","8035793","false","false","false","false","false","33.767887","-111.8944","true","Open House - 0:00 - 4:00 PM","2024-05-30T12:00:00","$1,795,000","false","House for sale","FOR_SALE","1795000","Open: Thu. 12-4pm","OPEN_HOUSE","8035793"
"3817 W Rue De Lamour Ave, Phoenix, AZ 85029","Phoenix","AZ","3817 W Rue De Lamour Ave","85029","2144",,"3","5","HomeSmart","$","true","67083618","false","false","false","false","false","33.609756","-112.14118","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$430,000","false","House for sale","FOR_SALE","430000","Open: Sat. 11am-2pm","OPEN_HOUSE","67083618"
"18720 N 101st St #4001, Scottsdale, AZ 85255","Scottsdale","AZ","18720 N 101st St #4001","85255","3136",,"4","3","Keller Williams Realty Sonoran Living","$","true","305196909","false","false","false","false","false","33.65668","-111.865234","true","Open House - 10:30 AM - 0:30 PM","2024-06-01T10:30:00","$3,150,000","false","Apartment for sale","FOR_SALE","3150000","Open: Sat. 10:30am-12:30pm","OPEN_HOUSE","305196909"
"2616 E Wood St, Phoenix, AZ 85040","Phoenix","AZ","2616 E Wood St","85040","1852",,"3","3","Opendoor Brokerage, LLC","$","true","71595793","false","false","false","false","false","33.40901","-112.02421","true","Open House - 8:00 AM - 7:30 PM","2024-05-30T08:00:00","$387,000","false","House for sale","FOR_SALE","387000","Open: Thu. 8am-7:30pm","OPEN_HOUSE","71595793"
"7777 Main Rd #331, Scottsdale, AZ 85251","Scottsdale","AZ","7777 Main Rd #331","85251","1130",,"2","2","Redfin Corporation","$","true","7574397","false","false","false","false","false","33.491898","-111.91359","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$425,000","false","Apartment for sale","FOR_SALE","425000","Open: Sat. 11am-2pm","OPEN_HOUSE","7574397"
"8764 W Fullam St, Peoria, AZ 85382","Peoria","AZ","8764 W Fullam St","85382","1632",,"3","3","HomeSmart","$","true","7898654","false","false","false","false","false","33.650333","-112.24847","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$418,000","false","House for sale","FOR_SALE","418000","Open: Sat. 11am-2pm","OPEN_HOUSE","7898654"
"3312 E Yale St, Phoenix, AZ 85008","Phoenix","AZ","3312 E Yale St","85008","859",,"1","2","Opendoor Brokerage, LLC","$","true","7541005","false","false","false","false","false","33.476135","-112.01005","true","Open House - 8:00 AM - 7:30 PM","2024-05-30T08:00:00","$368,000","false","House for sale","FOR_SALE","368000","Open: Thu. 8am-7:30pm","OPEN_HOUSE","7541005"
"219 E Acapulco Ln, Phoenix, AZ 85022","Phoenix","AZ","219 E Acapulco Ln","85022","2908",,"3","4","Locality Homes","$","true","7963181","false","false","false","false","false","33.623688","-112.07002","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$850,000","false","House for sale","FOR_SALE","850000","Open: Sat. 11am-2pm","OPEN_HOUSE","7963181"
"4517 W Bluefield Ave, Glendale, AZ 85308","Glendale","AZ","4517 W Bluefield Ave","85308","2080",,"2","3","HomeSmart","$","true","7949028","false","false","false","false","false","33.652103","-112.156876","true","Open House - 0:00 - 3:00 PM","2024-06-02T12:00:00","$565,000","false","House for sale","FOR_SALE","565000","Open: Sun. 12-3pm","OPEN_HOUSE","7949028"
"3535 E Monterosa St, Phoenix, AZ 85018","Phoenix","AZ","3535 E Monterosa St","85018","1140",,"2","3","Realty ONE Group","$","true","7834589","false","false","false","false","false","33.49579","-112.00568","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$625,000","false","House for sale","FOR_SALE","625000","Open: Sat. 11am-2pm","OPEN_HOUSE","7834589"
"13695 W Jesse Red Dr, Peoria, AZ 85383","Peoria","AZ","13695 W Jesse Red Dr","85383","1874",,"2","3","Launch Powered By Compass","$","true","87799872","false","false","false","false","false","33.767902","-112.35583","true","Open House - 11:00 AM - 2:00 PM","2024-06-02T11:00:00","$525,000","false","House for sale","FOR_SALE","525000","Open: Sun. 11am-2pm","OPEN_HOUSE","87799872"
"2440 E Piestewa Peak Dr, Phoenix, AZ 85016","Phoenix","AZ","2440 E Piestewa Peak Dr","85016","1664",,"2","2","Realty Executives","$","true","7806139","false","false","false","false","false","33.53691","-112.028496","true","Open House - 10:00 AM - 0:00 PM","2024-06-01T10:00:00","$875,000","false","House for sale","FOR_SALE","875000","Open: Sat. 10am-12pm","OPEN_HOUSE","7806139"
"14389 E Geronimo Rd, Scottsdale, AZ 85259","Scottsdale","AZ","14389 E Geronimo Rd","85259","2902",,"4","4","The Firm RE","$","true","55268866","false","false","false","false","false","33.593407","-111.76999","true","Open House - 3:30 - 6:30 PM","2024-05-31T15:30:00","$1,350,000","false","House for sale","FOR_SALE","1350000","Open: Fri. 3:30-6:30pm","OPEN_HOUSE","55268866"
"5816 W Leiber Pl, Glendale, AZ 85310","Glendale","AZ","5816 W Leiber Pl","85310","2854",,"2","3","Citiea","$","true","60979718","false","false","false","false","false","33.705868","-112.18595","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$700,000","false","House for sale","FOR_SALE","700000","Open: Sat. 10am-1pm","OPEN_HOUSE","60979718"
"10717 N 140th Pl, Scottsdale, AZ 85259","Scottsdale","AZ","10717 N 140th Pl","85259","2677",,"3","4","West USA Realty","$","true","8052133","false","false","false","false","false","33.583485","-111.77761","true","Open House - 10:00 AM - 0:00 PM","2024-06-01T10:00:00","$1,049,990","false","House for sale","FOR_SALE","1049990","Open: Sat. 10am-12pm","OPEN_HOUSE","8052133"
"1740 E Ocotillo Rd #1, Phoenix, AZ 85016","Phoenix","AZ","1740 E Ocotillo Rd #1","85016","2350",,"3","3","Urban Luxe Real Estate","$","true","318213184","false","false","false","false","false","33.534885","-112.04353","true","Open House - 0:00 - 4:00 PM","2024-05-30T12:00:00","$1,299,999","false","Townhouse for sale","FOR_SALE","1299999","Open: Thu. 12-4pm","OPEN_HOUSE","318213184"
"4817 E Evans Dr, Scottsdale, AZ 85254","Scottsdale","AZ","4817 E Evans Dr","85254","2074",,"2","4","Keller Williams Arizona Realty","$","true","8028600","false","false","false","false","false","33.617706","-111.97683","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$799,000","false","House for sale","FOR_SALE","799000","Showcase","SHOWCASE","8028600"
"1267 N Granite Reef Rd, Scottsdale, AZ 85257","Scottsdale","AZ","1267 N Granite Reef Rd","85257","1107",,"2","3","NORTH&CO.","$","true","7577976","false","false","false","false","false","33.462433","-111.90009","true","Open House - 10:00 AM - 1:00 PM","2024-06-02T10:00:00","$369,999","false","House for sale","FOR_SALE","369999","Open: Sun. 10am-1pm","OPEN_HOUSE","7577976"
"10662 E Mark Ln, Scottsdale, AZ 85262","Scottsdale","AZ","10662 E Mark Ln","85262","4903",,"4","3","eXp Realty","$","true","8038239","false","false","false","false","false","33.743164","-111.850876","true","Open House - 10:00 AM - 2:00 PM","2024-06-01T10:00:00","$3,000,000","false","House for sale","FOR_SALE","3000000","Open: Sat. 10am-2pm","OPEN_HOUSE","8038239"
"12237 W Ashby Dr, Peoria, AZ 85383","Peoria","AZ","12237 W Ashby Dr","85383","2476",,"3","4","The Virtual Realty Group","$","true","63202822","false","false","false","false","false","33.752853","-112.324394","true","Open House - 11:00 AM - 1:30 PM","2024-06-08T11:00:00","$729,900","false","House for sale","FOR_SALE","729900","Open: 6/8 11am-1:30pm","OPEN_HOUSE","63202822"
"26839 N 67th Dr, Peoria, AZ 85383","Peoria","AZ","26839 N 67th Dr","85383","1989",,"3","3","DRH Properties Inc","$","true","350104722","false","false","false","false","false","33.727272","-112.20384","true","Open House - 11:00 AM - 4:00 PM","2024-05-30T11:00:00","$648,990","false","New construction","FOR_SALE","648990","Open: Thu. 11am-4pm","OPEN_HOUSE","350104722"
"19400 N Westbrook Pkwy UNIT 320, Peoria, AZ 85382","Peoria","AZ","19400 N Westbrook Pkwy UNIT 320","85382","1892",,"2","2","West USA Realty","$","true","7896250","false","false","false","false","false","33.65949","-112.26395","true","Open House - 9:00 - 11:55 AM","2024-05-30T09:00:00","$394,900","false","Apartment for sale","FOR_SALE","394900","Open: Thu. 9-11:55am","OPEN_HOUSE","7896250"
"20100 N 78th Pl APT 2087, Scottsdale, AZ 85255","Scottsdale","AZ","20100 N 78th Pl APT 2087","85255","1116",,"2","2","Launch Powered By Compass","$","true","67806345","false","false","false","false","false","33.665283","-111.91136","true","Open House - 0:00 - 1:00 PM","2024-05-30T12:00:00","$435,000","false","Apartment for sale","FOR_SALE","435000","Open: Thu. 12-1pm","OPEN_HOUSE","67806345"
"4620 E Matt Dillon Trl, Cave Creek, AZ 85331","Cave Creek","AZ","4620 E Matt Dillon Trl","85331","2132",,"3","4","Keller Williams Arizona Realty","$","true","50182883","false","false","false","false","false","33.78953","-111.982315","true","Open House - 0:00 - 3:00 PM","2024-05-31T12:00:00","$640,000","false","House for sale","FOR_SALE","640000","Open: Fri. 12-3pm","OPEN_HOUSE","50182883"
"15621 N 29th Pl, Phoenix, AZ 85032","Phoenix","AZ","15621 N 29th Pl","85032","1406",,"3","4","RE/MAX Professionals","$","true","88791500","false","false","false","false","false","33.629204","-112.01866","true","Open House - 3:00 - 6:00 PM","2024-06-01T15:00:00","$380,000","false","Townhouse for sale","FOR_SALE","380000","Open: Sat. 3-6pm","OPEN_HOUSE","88791500"
"5136 N 10th Way, Phoenix, AZ 85014","Phoenix","AZ","5136 N 10th Way","85014","3525",,"4","4","Walt Danley Local Luxury Christie's International Real Estate","$","true","316019153","false","false","false","false","false","33.512203","-112.05871","true","Open House - 1:00 - 3:00 PM","2024-05-31T13:00:00","$1,699,000","false","New construction","FOR_SALE","1699000","Open: Fri. 1-3pm","OPEN_HOUSE","316019153"
"6816 S 30th Dr, Phoenix, AZ 85041","Phoenix","AZ","6816 S 30th Dr","85041","3764",,"4","5","Opendoor Brokerage, LLC","$","true","60977306","false","false","false","false","false","33.384205","-112.123886","true","Open House - 8:00 AM - 7:30 PM","2024-05-30T08:00:00","$502,000","false","House for sale","FOR_SALE","502000","Open: Thu. 8am-7:30pm","OPEN_HOUSE","60977306"
"7962 W Medlock Dr, Glendale, AZ 85303","Glendale","AZ","7962 W Medlock Dr","85303","1758",,"2","3","Denholm Premier Real Estate","$","true","316016978","false","false","false","false","false","33.511524","-112.231415","true","Open House - 10:00 AM - 0:00 PM","2024-06-02T10:00:00","$465,000","false","House for sale","FOR_SALE","465000","Open: Sun. 10am-12pm","OPEN_HOUSE","316016978"
"4635 W Michelle Dr, Glendale, AZ 85308","Glendale","AZ","4635 W Michelle Dr","85308","2950",,"3","4","Coldwell Banker Realty","$","true","7948821","false","false","false","false","false","33.649315","-112.15982","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$579,000","false","House for sale","FOR_SALE","579000","Open: Sat. 11am-2pm","OPEN_HOUSE","7948821"
"3807 N 55th Pl, Phoenix, AZ 85018","Phoenix","AZ","3807 N 55th Pl","85018","5178",,"5","6","The Brokery","$","true","79527661","false","false","false","false","false","33.491528","-111.96171","true","Open House - 0:00 - 2:00 PM","2024-05-30T12:00:00","$4,595,000","false","House for sale","FOR_SALE","4595000","Open: Thu. 12-2pm","OPEN_HOUSE","79527661"
"2821 E Cashman Dr, Phoenix, AZ 85050","Phoenix","AZ","2821 E Cashman Dr","85050","4646",,"7","6","Engel & Voelkers Scottsdale","$","true","316019904","false","false","false","false","false","33.691566","-112.02203","true","Open House - 11:00 AM - 1:00 PM","2024-06-01T11:00:00","$2,198,000","false","House for sale","FOR_SALE","2198000","Open: Sat. 11am-1pm","OPEN_HOUSE","316019904"
"622 W Palmaire Ave, Phoenix, AZ 85021","Phoenix","AZ","622 W Palmaire Ave","85021","4728",,"5","5","Launch Powered By Compass","$","true","7792385","false","false","false","false","false","33.541496","-112.08179","true","Open House - 11:00 AM - 3:00 PM","2024-05-31T11:00:00","$1,395,000","false","House for sale","FOR_SALE","1395000","Open: Fri. 11am-3pm","OPEN_HOUSE","7792385"
"6207 N 10th Way, Phoenix, AZ 85014","Phoenix","AZ","6207 N 10th Way","85014","2582",,"3","3","HomeSmart","$","true","7797680","false","false","false","false","false","33.527767","-112.059944","true","Open House - 11:00 AM - 3:00 PM","2024-06-02T11:00:00","$723,500","false","Townhouse for sale","FOR_SALE","723500","Open: Sun. 11am-3pm","OPEN_HOUSE","7797680"
